LOCAL_WELL,OWNERS_NAM,DATE_COMPL,GEOLOGIC_U,WATER_LEVE,DATE_MEASU,PUMP_SETTI,PUMP_RATE,YIELD_MEAS,PUMP_HOURS,PUMP_DOWN_,AQUIFER_NA,X,Y
1293A,CAPITAL AREA GW,06/98,12108BR,"71.00",10/13/98,,,,,,800-FOOT SAND OF BATON ROUGE AREA,"678232","3369375"
1293B,CAPITAL AREA GW,06/98,12115BR,"134.00",10/13/98,,,,,,1500-FOOT SAND OF BATON ROUGE AREA,"678232","3369375"
"1295",BATON ROUGE WW,05/99,12115BR,"66.00",05/17/99,,,,,,1500-FOOT SAND OF BATON ROUGE AREA,"688424","3364896"
"1297",BATON ROUGE WW,08/99,12112BR,"112.00",08/13/99,,,,,,1200-FOOT SAND OF BATON ROUGE AREA,"685234","3367182"
5235Z,TEXAS MERIDIAN,12/90,11204BR,"30.00",12/13/91,,,,,,400-FOOT SAND OF BATON ROUGE AREA,"679879","3364998"
"676","KEAN, H L","1937",12112BR,"49.00",03/13/37,,,,,,1200-FOOT SAND OF BATON ROUGE AREA,"691732","3372593"
"677",BATON ROUGE WW,"1954",12115BR,"15.94",07/29/59,,,,,,1500-FOOT SAND OF BATON ROUGE AREA,"692408","3372081"
"678","SIDMONDS, S","1954",112SLBR,"0.00",,,,,,,SHALLOW SANDS OF BATON ROUGE AREA,"683483","3361824"
"679","HALL, TOM","1954",12112BR,"0.00",,,,,,,1200-FOOT SAND OF BATON ROUGE AREA,"691683","3372346"
"681",KLEINPETER FARM,02/59,112SLBR,"17.39",02/24/59,,,,,,SHALLOW SANDS OF BATON ROUGE AREA,"689992","3360673"
"682",EXXON CO USA,01/47,12117BR,"16.00",00/00/47,,,,,,1700-FOOT SAND OF BATON ROUGE AREA,"675213","3372868"
"684",EB SCHOOL BOARD,"1948",11204BR,"18.97",09/28/70,,,,,,400-FOOT SAND OF BATON ROUGE AREA,"690604","3363856"
"132",EXXON CO USA,03/40,12220BR,"35.00",03/28/40,,,,,,2000-FOOT SAND OF BATON ROUGE AREA,"675213","3372868"
"1123",BATON ROUGE WW,10/85,12110BR,"76.00",10/07/85,,,,,,1000-FOOT SAND OF BATON ROUGE AREA,"685887","3374247"
"1025",BATON ROUGE WW,08/80,12224BR,"0.00",,,,,,,2400-FOOT SAND OF BATON ROUGE AREA,"686533","3367697"
"1028",U S GEOL SURVEY,05/81,12220BR,"260.00",05/13/81,,,,,,2000-FOOT SAND OF BATON ROUGE AREA,"675820","3368381"
"1030",COPOLYMER RUB,03/81,12220BR,"276.00",03/00/81,,,,,,2000-FOOT SAND OF BATON ROUGE AREA,"675407","3375766"
5354Z,"PUEA, WAYNE",11/85,11200NWM,"0.00",,,,,,,[NO WELL MADE],"677355","3367513"
5355Z,"KLEINPETER, BEN",05/85,112SLBR,"0.00",,,,,,,SHALLOW SANDS OF BATON ROUGE AREA,"690136","3358581"
5358Z,"OLSEN, GYP",05/86,11200NWM,"0.00",,,,,,,[NO WELL MADE],"679233","3363663"
5359Z,"GRANTHAM, A C",06/86,11200NWM,"0.00",,,,,,,[NO WELL MADE],"678268","3375320"
5360Z,"FELPS, LUTHER",06/86,11200NWM,"0.00",,,,,,,[NO WELL MADE],"688952","3369834"
5363Z,"ERIE, ROBERT",06/86,11200NWM,"0.00",,,,,,,[NO WELL MADE],"676061","3365028"
"946",U S GEOL SURVEY,03/75,12112BR,"160.31",03/19/75,,,,,,1200-FOOT SAND OF BATON ROUGE AREA,"675450","3374750"
"948",NORTON BROTHERS,03/65,11204BR,"16.00",03/01/65,,,,,,400-FOOT SAND OF BATON ROUGE AREA,"692946","3367347"
"949","BRECHEEN, V","1962",11204BR,"9.65",05/01/75,,,,,,400-FOOT SAND OF BATON ROUGE AREA,"693723","3367176"
"274","SPILLER, F",05/21,12112BR,"45.00",05/30/21,,,,,,1200-FOOT SAND OF BATON ROUGE AREA,"684747","3366004"
"275","DOUGHTY, E",09/38,11204BR,"30.00",09/01/38,,,,,,400-FOOT SAND OF BATON ROUGE AREA,"685780","3366483"
"276","STRAIT, C","1933",11204BR,"14.00",00/00/33,,,,,,400-FOOT SAND OF BATON ROUGE AREA,"686004","3367411"
"277","KERR, A",,11204BR,"0.00",,,,,,,400-FOOT SAND OF BATON ROUGE AREA,"686018","3366610"
"278","DAY, R",07/41,11204BR,"0.00",,,,,,,400-FOOT SAND OF BATON ROUGE AREA,"686285","3366615"
"279",LA DOTD,,11204BR,"30.00",08/01/42,,,,,,400-FOOT SAND OF BATON ROUGE AREA,"686117","3365534"
"1274",CAPITAL AREA GW,12/96,12108BR,"64.00",12/17/96,,,,,,800-FOOT SAND OF BATON ROUGE AREA,"678336","3369562"
"1276",BATON ROUGE WW,05/97,12110BR,"93.00",02/27/97,,,,,,1000-FOOT SAND OF BATON ROUGE AREA,"678158","3370637"
"1278",CAPITAL AREA GW,06/97,11204BR,"37.00",06/11/97,,,,,,400-FOOT SAND OF BATON ROUGE AREA,"683403","3366535"
"1279",BATON ROUGE WW,07/97,12108BR,"33.00",07/18/97,,,,,,800-FOOT SAND OF BATON ROUGE AREA,"692543","3367494"
"1282",BR COUNTRY CLUB,03/98,11204BR,"57.00",03/13/98,,,,,,400-FOOT SAND OF BATON ROUGE AREA,"682931","3367667"
"1312",PARISH WATER CO,9/17/01,12112BR,"100.00",08/03/01,,,,,,1200-FOOT SAND OF BATON ROUGE AREA,"689394","3365868"
5364Z,"SCOTT, MANNIE",05/86,11204BR,"30.00",05/14/86,,,,,,400-FOOT SAND OF BATON ROUGE AREA,"693191","3367044"
5372Z,"BENSON, JEROME",07/86,11200NWM,"0.00",,,,,,,[NO WELL MADE],"692971","3364422"
5375Z,EXXON CO USA,07/86,112SESC,"0.00",,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"688766","3369800"
5376Z,EXXON CO USA,07/86,112SESC,"0.00",,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"688766","3369800"
5377Z,"GUILLORY, J D",07/86,11200NWM,"0.00",,,,,,,[NO WELL MADE],"681879","3368296"
5378Z,"SCHUTTE, MAISON",06/86,11200NWM,"0.00",,,,,,,[NO WELL MADE],"680927","3367787"
"1188",EXXON PIPELINE,06/81,112SLBR,"22.00",06/23/81,,,,,,SHALLOW SANDS OF BATON ROUGE AREA,"689963","3359287"
180B,"HARELSON, H",12/37,12110BR,"3.00",12/02/37,,,,,,1000-FOOT SAND OF BATON ROUGE AREA,"686059","3368890"
"181",LSU BATON ROUGE,,112MRVA,"0.00",,,,,,,MISSISSIPPI RIVER ALLUVIAL AQUIFER,"675837","3360682"
"183",HINES,01/38,112SLBR,"18.00",01/24/38,,,,,,SHALLOW SANDS OF BATON ROUGE AREA,"691928","3373582"
"184","PHILLIPS, W",08/36,11204BR,"16.60",08/07/36,,,,,,400-FOOT SAND OF BATON ROUGE AREA,"686012","3368551"
"185",ARMSTRONG,02/40,11204BR,"22.00",02/14/40,,,,,,400-FOOT SAND OF BATON ROUGE AREA,"688494","3370072"
"186","SHOWS, W",01/39,11204BR,"0.00",,,,,,,400-FOOT SAND OF BATON ROUGE AREA,"691496","3372342"
"187","JENKINS, W",04/39,12112BR,"16.84",07/29/59,,,,,,1200-FOOT SAND OF BATON ROUGE AREA,"692006","3373676"
"188","SHARP, S",03/38,11204BR,"15.00",03/28/38,,,,,,400-FOOT SAND OF BATON ROUGE AREA,"685175","3370631"
"192",FORTSON & COOPE,10/38,11204BR,"5.00",10/03/38,,,,,,400-FOOT SAND OF BATON ROUGE AREA,"690521","3364070"
"196",BR POLICE CAMP,"1973",112SLBR,"0.00",,,,,,,SHALLOW SANDS OF BATON ROUGE AREA,"688973","3374731"
198A,"PAULAT, G",08/39,11204BR,"0.00",,,,,,,400-FOOT SAND OF BATON ROUGE AREA,"683382","3363055"
"852",EXXON CO USA,08/68,11204BR,"193.50",08/29/68,,,,,,400-FOOT SAND OF BATON ROUGE AREA,"675349","3374410"
"856",EXXON CHEMICAL,09/67,12220BR,"236.00",08/25/67,,,,,,2000-FOOT SAND OF BATON ROUGE AREA,"675489","3375613"
6556Z,TEXACO,10/90,112SESC,"4.98",10/02/90,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"681731","3372359"
6557Z,EXXON CO USA,10/90,112SESC,"4.68",10/01/90,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"686596","3368715"
6558Z,EXXON CO USA,10/90,112SESC,"4.68",10/01/90,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"686596","3368715"
6560Z,EXXON CO USA,10/90,112SESC,"4.68",10/01/90,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"686596","3368715"
"1284",WALDEN,"1975",112SLBR,"12.00",00/06/98,,,,,,SHALLOW SANDS OF BATON ROUGE AREA,"680628","3363255"
"1285",MANSION IN PARK,11/97,11204BR,"24.00",11/28/97,,,,,,400-FOOT SAND OF BATON ROUGE AREA,"680976","3363261"
5779Z,CIRCLE K,07/88,112SESC,"0.00",,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"681635","3373312"
5780Z,CIRCLE K,07/88,112SESC,"0.00",,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"681635","3373312"
5782Z,CIRCLE K,07/88,112SESC,"0.00",,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"681635","3373312"
5605Z,CHEVRON,09/87,112SESC,"0.00",,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"680665","3373912"
5606Z,CHEVRON,09/87,112SESC,"0.00",,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"680665","3373912"
5607Z,CHEVRON,09/87,112SESC,"0.00",,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"680665","3373912"
198B,"PAULAT, G",09/39,12108BR,"0.00",,,,,,,800-FOOT SAND OF BATON ROUGE AREA,"683382","3363055"
6541Z,"ALBERS, BILL",09/90,112SLBR,"10.00",09/17/90,,,,,,SHALLOW SANDS OF BATON ROUGE AREA,"681665","3360346"
6542Z,STAR ENTERPRISE,10/90,112SESC,"8.62",10/03/90,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"678955","3367601"
6543Z,STAR ENTERPRISE,10/90,112SESC,"8.62",10/03/90,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"678955","3367601"
6544Z,TEXACO,10/90,112SESC,"8.62",10/03/90,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"678955","3367601"
6545Z,STAR ENTERPRISE,10/90,112SESC,"8.62",10/03/90,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"678955","3367601"
6547Z,TEXACO,10/90,112SESC,"3.32",10/04/90,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"680831","3363905"
6548Z,STAR ENTERPRISE,10/90,112SESC,"3.32",10/04/90,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"681423","3363669"
6549Z,STAR ENTERPRISE,10/90,112SESC,"3.32",10/04/90,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"681423","3363669"
6550Z,STAR ENTERPRISE,10/90,112SESC,"3.32",10/04/90,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"681423","3363669"
6551Z,STAR ENTERPRISE,10/90,112SESC,"3.32",10/04/90,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"681423","3363669"
6552Z,TEXACO,10/90,112SESC,"4.98",10/02/90,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"681731","3372359"
6553Z,TEXACO,10/90,112SESC,"4.98",10/02/90,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"681731","3372359"
6554Z,TEXACO,10/90,112SESC,"4.98",10/02/90,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"681731","3372359"
6555Z,TEXACO,10/90,112SESC,"4.98",10/02/90,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"681731","3372359"
"1259",BR COUNTRY CLUB,03/94,11204BR,"41.00",03/31/94,,,,,,400-FOOT SAND OF BATON ROUGE AREA,"682879","3367543"
"1261",PARISH WATER CO,04/94,11206BR,"45.00",03/26/94,,,,,,600-FOOT SAND OF BATON ROUGE AREA,"691533","3365721"
"1262",BATON ROUGE WW,01/95,12224BR,"88.00",11/29/94,,,,,,2400-FOOT SAND OF BATON ROUGE AREA,"690022","3372717"
"1263",BENNYS CAR WASH,12/94,11204BR,"23.00",12/15/94,,,,,,400-FOOT SAND OF BATON ROUGE AREA,"682075","3364542"
5352Z,FAST TRACK,12/85,11200NWM,"0.00",,,,,,,[NO WELL MADE],"680492","3360204"
"327",SPEDALE ESTATE,"1934",12112BR,"100.96",05/16/72,,,,,,1200-FOOT SAND OF BATON ROUGE AREA,"680153","3372610"
"328","BOLAND, H",02/39,12112BR,"33.50",02/07/39,,,,,,1200-FOOT SAND OF BATON ROUGE AREA,"682168","3373321"
"329","MICHELLE, J",08/36,12112BR,"48.50",08/13/36,,,,,,1200-FOOT SAND OF BATON ROUGE AREA,"688703","3376482"
"944",U S GEOL SURVEY,02/75,12228BR,"33.53",02/04/75,,,,,,2800-FOOT SAND OF BATON ROUGE AREA,"675450","3374750"
"945",U S GEOL SURVEY,02/75,11206BR,"118.77",04/28/75,,,,,,600-FOOT SAND OF BATON ROUGE AREA,"675450","3374750"
"1303",BATON ROUGE WW,10/00,12117BR,"135.00",07/14/00,,,,,,1700-FOOT SAND OF BATON ROUGE AREA,"682924","3372779"
"1307",LSU FIRE TRAIN,02/01,112MRVA,"2.00",02/23/01,,,,,,MISSISSIPPI RIVER ALLUVIAL AQUIFER,"676715","3360881"
"1308",BATON ROUGE WW,09/01,12110BR,"98.00",09/16/01,,,,,,1000-FOOT SAND OF BATON ROUGE AREA,"678130","3370698"
5198Z,EB PUBLIC WORKS,01/86,112MRVAC,"2.40",01/22/86,,,,,,MISSISSIPPI RIVER ALLUVIAL AQUIFER SURFICIAL CONFINING,"678987","3359132"
5199Z,EB PUBLIC WORKS,01/86,112MRVAC,"3.00",01/22/86,,,,,,MISSISSIPPI RIVER ALLUVIAL AQUIFER SURFICIAL CONFINING,"678935","3359069"
"1264",U S GEOL SURVEY,05/95,11204BR,"33.32",05/22/95,,,,,,400-FOOT SAND OF BATON ROUGE AREA,"689145","3367927"
"1265","HEIST, C H CORP",10/95,11204BR,"20.00",10/00/95,,,,,,400-FOOT SAND OF BATON ROUGE AREA,"690036","3359688"
"1266",PLANTASIA,09/95,11204BR,"20.00",09/00/95,,,,,,400-FOOT SAND OF BATON ROUGE AREA,"689982","3359749"
5097Z,EB PARISH,03/83,11204BR,"3.00",04/20/83,,,,,,400-FOOT SAND OF BATON ROUGE AREA,"677785","3362407"
5100Z,BFI,06/80,112SESC,"0.00",,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"686964","3364409"
5101Z,BFI,06/80,112SESC,"0.00",,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"686964","3364409"
5102Z,BFI,06/80,112SESC,"0.00",,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"686964","3364409"
"774",BATON ROUGE WW,01/64,12220BR,"126.00",04/02/64,,,,,,2000-FOOT SAND OF BATON ROUGE AREA,"678184","3370668"
"775","HENDERSON, R",08/64,11204BR,"0.00",,,,,,,400-FOOT SAND OF BATON ROUGE AREA,"688669","3372293"
"776","COLE, R",11/64,112SLBR,"9.00",11/17/64,,,,,,SHALLOW SANDS OF BATON ROUGE AREA,"689135","3359272"
"777",U S GEOL SURVEY,02/65,12115BR,"52.34",03/04/65,,,,,,1500-FOOT SAND OF BATON ROUGE AREA,"675673","3367516"
"778",U S GEOL SURVEY,03/65,12220BR,"40.10",03/16/65,,,,,,2000-FOOT SAND OF BATON ROUGE AREA,"678569","3366701"
"926",BATON ROUGE WW,04/73,12110BR,"53.50",04/01/73,,,,,,1000-FOOT SAND OF BATON ROUGE AREA,"686154","3374251"
"927",BATON ROUGE WW,06/73,12115BR,"135.00",02/19/74,,,,,,1500-FOOT SAND OF BATON ROUGE AREA,"678184","3370637"
"928",BATON ROUGE WW,08/73,12224BR,"204.00",02/20/74,,,,,,2400-FOOT SAND OF BATON ROUGE AREA,"679239","3376229"
"930",U S GEOL SURVEY,05/74,11206BR,"51.06",02/28/75,,,,,,600-FOOT SAND OF BATON ROUGE AREA,"688630","3374540"
"931",LA PUBLIC WORKS,05/74,11204BR,"8.95",05/20/74,,,,,,400-FOOT SAND OF BATON ROUGE AREA,"689226","3358689"
"1287",BATON ROUGE WW,08/98,12112BR,"107.00",07/14/98,,,,,,1200-FOOT SAND OF BATON ROUGE AREA,"685180","3367212"
5174Z,"BONFANTI, D",11/85,11200NWM,"0.00",,,,,,,[NO WELL MADE],"688625","3360957"
"1192",MCKAY INTERIORS,04/86,112SLBR,"20.00",04/16/86,,,,,,SHALLOW SANDS OF BATON ROUGE AREA,"688102","3358792"
"510",BATON ROUGE WW,01/51,12115BR,"77.65",09/04/58,,,,,,1500-FOOT SAND OF BATON ROUGE AREA,"676940","3371664"
"511",PARTY TIME ICE,10/47,112SLBR,"0.00",,,,,,,SHALLOW SANDS OF BATON ROUGE AREA,"675093","3368739"
"512",PARTY TIME ICE,10/47,112SLBR,"0.00",,,,,,,SHALLOW SANDS OF BATON ROUGE AREA,"675093","3368739"
514B,BATON ROUGE WW,12/50,12224BR,"8.01",03/12/54,,,,,,2400-FOOT SAND OF BATON ROUGE AREA,"678807","3373357"
"121",OAK GROVE DAIRY,02/20,12115BR,"46.00",02/07/20,,,,,,1500-FOOT SAND OF BATON ROUGE AREA,"677044","3371819"
"122",EB REC PARK COM,"1925",11206BR,"51.00",11/25/25,,,,,,600-FOOT SAND OF BATON ROUGE AREA,"676114","3368324"
"123",EB REC PARK COM,03/35,11206BR,"50.69",03/09/35,,,,,,600-FOOT SAND OF BATON ROUGE AREA,"676114","3368355"
"126",BROWN-EAGLE ICE,05/33,11206BR,"67.00",05/24/33,,,,,,600-FOOT SAND OF BATON ROUGE AREA,"675093","3368739"
"127",PARTY TIME ICE,03/40,112SLBR,"47.60",08/20/56,,,,,,SHALLOW SANDS OF BATON ROUGE AREA,"675093","3368739"
5208Z,"MESSINA, L J",02/86,11200NWM,"0.00",,,,,,,[NO WELL MADE],"681656","3360870"
5209Z,FAST TRACK,02/86,11200NWM,"0.00",,,,,,,[NO WELL MADE],"686483","3372193"
5798Z,"ADAMS, TOM",09/88,112SLBR,"15.00",09/09/88,,,,,,SHALLOW SANDS OF BATON ROUGE AREA,"678268","3363924"
5177Z,"KOGOS, GERALD",11/85,11200NWM,"0.00",,,,,,,[NO WELL MADE],"689254","3364757"
5182Z,"HALLOWAY, LILLY",03/85,112SLBR,"30.00",03/04/85,,,,,,SHALLOW SANDS OF BATON ROUGE AREA,"692615","3360411"
5183Z,"ENGLAND, JAMES",09/84,112SLBR,"25.00",10/05/84,,,,,,SHALLOW SANDS OF BATON ROUGE AREA,"685015","3359664"
5184Z,"FISHER, ROGER",04/85,11204BR,"10.00",04/16/85,,,,,,400-FOOT SAND OF BATON ROUGE AREA,"691565","3362364"
5185Z,"BARARD, G A",07/85,11204BR,"32.00",07/11/85,,,,,,400-FOOT SAND OF BATON ROUGE AREA,"692410","3367430"
5186Z,CMMI MANAGMENT,,11204BR,"0.00",,,,,,,400-FOOT SAND OF BATON ROUGE AREA,"690599","3365704"
5187Z,"BARARD, G A",09/67,11206BR,"0.00",,,,,,,600-FOOT SAND OF BATON ROUGE AREA,"692410","3367430"
5353Z,"HEARN, JOHN",11/85,11200NWM,"0.00",,,,,,,[NO WELL MADE],"684558","3366124"
"1011",REAMES & BAILEY,03/79,11200NWM,"0.00",,,,,,,[NO WELL MADE],"694165","3358868"
"1012",REAMES & BAILEY,04/79,11204BR,"0.00",,,,,,,400-FOOT SAND OF BATON ROUGE AREA,"694195","3358684"
"1013",LSU BATON ROUGE,03/79,112SLBR,"12.04",08/06/79,,,,,,SHALLOW SANDS OF BATON ROUGE AREA,"675305","3365570"
"1014",LSU BATON ROUGE,02/79,112SLBR,"10.97",08/06/79,,,,,,SHALLOW SANDS OF BATON ROUGE AREA,"675747","3366255"
"1015",U S GEOL SURVEY,05/79,112MRVA,"1.89",06/15/79,,,,,,MISSISSIPPI RIVER ALLUVIAL AQUIFER,"675496","3362001"
1016A,BATON ROUGE WW,10/79,11206BR,"44.94",06/12/79,,,,,,600-FOOT SAND OF BATON ROUGE AREA,"686400","3367695"
1017A,BATON ROUGE WW,02/79,11204BR,"0.00",,,,,,,400-FOOT SAND OF BATON ROUGE AREA,"688610","3364930"
1017B,BATON ROUGE WW,03/79,11200NWM,"0.00",,,,,,,[NO WELL MADE],"688610","3364930"
1017C,BATON ROUGE WW,06/79,11204BR,"41.87",05/18/84,,,,,,400-FOOT SAND OF BATON ROUGE AREA,"688610","3364930"
5811Z,"HICKS, TED",01/85,112SLBR,"0.00",,,,,,,SHALLOW SANDS OF BATON ROUGE AREA,"687841","3361529"
5812Z,"BOONE, JERRY",02/85,112SLBR,"30.00",02/03/85,,,,,,SHALLOW SANDS OF BATON ROUGE AREA,"691404","3360883"
"857",STUDENT STATION,"1966",11204BR,"0.00",,,,,,,400-FOOT SAND OF BATON ROUGE AREA,"691668","3365631"
"858","RAYFORD, SISCO","1959",11204BR,"20.00",08/05/69,,,,,,400-FOOT SAND OF BATON ROUGE AREA,"691464","3368122"
"755","MELANCON, C",03/63,112SLBR,"0.00",,,,,,,SHALLOW SANDS OF BATON ROUGE AREA,"676431","3365219"
"756",BATON ROUGE WW,06/62,12112BR,"105.86",06/29/62,,,,,,1200-FOOT SAND OF BATON ROUGE AREA,"679745","3376268"
"757",WEBER,08/63,112SLBR,"0.00",,,,,,,SHALLOW SANDS OF BATON ROUGE AREA,"693716","3360061"
"761",BRIARWOOD CLUB,11/63,11204BR,"20.34",11/18/63,,,,,,400-FOOT SAND OF BATON ROUGE AREA,"688650","3362590"
"762","HARTLEY, RICH",12/63,112SLBR,"27.00",12/19/63,,,,,,SHALLOW SANDS OF BATON ROUGE AREA,"683817","3359458"
"763","HARTLEY, RICH","1950",112SLBR,"0.00",,,,,,,SHALLOW SANDS OF BATON ROUGE AREA,"683817","3359458"
"766","DUNLAP, L",03/64,112SLBR,"0.00",,,,,,,SHALLOW SANDS OF BATON ROUGE AREA,"687119","3360038"
"769",BATON ROUGE WW,05/63,12224BR,"94.00",05/20/63,,,,,,2400-FOOT SAND OF BATON ROUGE AREA,"679744","3376330"
"1018",PARISH WATER CO,11/78,11206BR,"0.00",,,,,,,600-FOOT SAND OF BATON ROUGE AREA,"693537","3365633"
"1019",U S GEOL SURVEY,09/79,11206BR,"41.34",12/19/79,,,,,,600-FOOT SAND OF BATON ROUGE AREA,"688629","3374571"
"1179",UNION TEXAS PET,12/87,112MRVA,"2.00",12/28/87,,,,,,MISSISSIPPI RIVER ALLUVIAL AQUIFER,"676667","3358909"
"1180","EDMONDS, TODD",05/88,112SLBR,"40.00",05/04/88,,,,,,SHALLOW SANDS OF BATON ROUGE AREA,"689237","3361122"
"1181",BR CRAWFISH,05/88,112SLBR,"30.00",05/06/88,,,,,,SHALLOW SANDS OF BATON ROUGE AREA,"689213","3360937"
"1182","GRICE, BOBBY",05/88,112SLBR,"47.00",05/03/88,,,,,,SHALLOW SANDS OF BATON ROUGE AREA,"689188","3360875"
"499",EXXON CO USA,11/48,11204BR,"0.00",,,,,,,400-FOOT SAND OF BATON ROUGE AREA,"675431","3374226"
"500",CINTAS CORP,10/48,11206BR,"145.67",10/16/48,,,,,,600-FOOT SAND OF BATON ROUGE AREA,"675742","3369889"
"505",EXXON CO USA,03/50,11204BR,"204.12",07/10/53,,,,,,400-FOOT SAND OF BATON ROUGE AREA,"675522","3373581"
"506",EXXON CO USA,10/50,11204BR,"88.80",05/18/84,,,,,,400-FOOT SAND OF BATON ROUGE AREA,"675191","3374284"
"507","SMITH, J",04/50,11204BR,"123.50",05/04/50,,,,,,400-FOOT SAND OF BATON ROUGE AREA,"677207","3374964"
5633Z,CHEVRON,01/88,112SESC,"0.00",,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"682485","3370370"
5635Z,"LEA, MAXWELL",01/88,11200NWM,"0.00",,,,,,,[NO WELL MADE],"677826","3368106"
5636Z,CHEVRON,02/88,112SESC,"0.00",,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"677625","3367332"
"771",BATON ROUGE WW,05/63,12115BR,"72.00",08/15/63,,,,,,1500-FOOT SAND OF BATON ROUGE AREA,"678227","3369683"
"772",BATON ROUGE WW,12/63,12111BR,"65.00",02/11/64,,,,,,1000 AND 1200 FOOT SANDS OF BATON ROUGE AREA,"682717","3370836"
5105Z,DENOVO OIL-GAS,05/83,112SLBR,"7.00",05/24/83,,,,,,SHALLOW SANDS OF BATON ROUGE AREA,"680912","3363845"
5110Z,LAKESHORE PETRO,08/84,112MRVA,"7.00",08/06/84,,,,,,MISSISSIPPI RIVER ALLUVIAL AQUIFER,"675457","3364402"
5116Z,"OBY, CHESTER",09/84,11204BR,"0.00",,,,,,,400-FOOT SAND OF BATON ROUGE AREA,"688023","3361840"
5118Z,EXXON CHEMICAL,11/83,112MRVAC,"0.00",,,,,,,MISSISSIPPI RIVER ALLUVIAL AQUIFER SURFICIAL CONFINING,"675091","3375514"
371A,COPOLYMER RUB,02/43,12224BR,,03/24/43,,,,,,2400-FOOT SAND OF BATON ROUGE AREA,"675380","3375735"
371B,COPOLYMER RUB,02/58,12115BR,"38.56",05/02/58,,,,,,1500-FOOT SAND OF BATON ROUGE AREA,"675380","3375735"
372A,COPOLYMER RUB,04/43,12224BR,"18.00",02/20/43,,,,,,2400-FOOT SAND OF BATON ROUGE AREA,"675327","3375734"
372B,COPOLYMER RUB,11/57,12220BR,"97.44",12/13/57,,,,,,2000-FOOT SAND OF BATON ROUGE AREA,"675327","3375734"
"932",LA PUBLIC WORKS,05/74,11200NWM,"0.00",,,,,,,[NO WELL MADE],"692345","3359020"
"934",U S GEOL SURVEY,05/74,11204BR,"44.20",07/09/74,,,,,,400-FOOT SAND OF BATON ROUGE AREA,"682211","3375570"
"936",U S GEOL SURVEY,06/74,11200NWM,"0.00",,,,,,,[NO WELL MADE],"677591","3371058"
"938",BATON ROUGE WW,06/72,12115BR,"151.00",02/01/74,,,,,,1500-FOOT SAND OF BATON ROUGE AREA,"676861","3371601"
"939",BATON ROUGE WW,07/74,12115BR,"165.00",02/23/77,,,,,,1500-FOOT SAND OF BATON ROUGE AREA,"677074","3371635"
5608Z,CHEVRON,09/87,112SESC,"0.00",,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"680665","3373912"
5637Z,CHEVRON,02/88,112SESC,"0.00",,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"677625","3367332"
